Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Senior
27,Male,1,Data Analyst,2,110000.0,Australia,Asian,0
30,Female,3,Data Scientist,5,180000.0,USA,Asian,0
29,Male,1,Software Engineer,4,140000.0,USA,Hispanic,0
32,Male,1,Product Manager,7,170000.0,Canada,White,0
25,Female,2,Data Analyst,1,100000.0,UK,Welsh,0
33,Male,3,Data Scientist,8,190000.0,China,Korean,0
31,Female,1,Software Engineer,6,155000.0,USA,Asian,0
28,Male,2,Product Manager,3,130000.0,UK,Mixed,0
30,Female,1,Data Analyst,5,145000.0,Australia,White,0
27,Male,3,Data Scientist,2,115000.0,Australia,Asian,0
29,Female,1,Software Engineer,4,140000.0,China,Korean,0
34,Male,1,Product Manager,9,185000.0,China,Korean,0
25,Female,2,Data Analyst,1,100000.0,Canada,Asian,0
33,Male,3,Data Scientist,8,190000.0,UK,Mixed,0
31,Female,1,Software Engineer,6,155000.0,UK,Welsh,0
28,Male,2,Product Manager,3,130000.0,UK,Asian,0
30,Female,1,Data Analyst,5,145000.0,China,Chinese,0
27,Male,3,Data Scientist,2,115000.0,UK,Welsh,0
29,Female,1,Software Engineer,4,140000.0,China,Chinese,0
34,Male,1,Product Manager,9,185000.0,China,White,0
25,Female,2,Data Analyst,1,100000.0,UK,White,0
33,Male,3,Data Scientist,8,190000.0,UK,Mixed,0
31,Female,1,Software Engineer,6,155000.0,China,Chinese,0
28,Male,2,Product Manager,3,130000.0,Canada,White,0
30,Female,1,Data Analyst,5,145000.0,USA,White,0
27,Male,3,Data Scientist,2,115000.0,UK,Mixed,0
29,Female,1,Software Engineer,4,140000.0,USA,White,0
34,Male,1,Product Manager,9,185000.0,Australia,Asian,0
25,Female,2,Data Analyst,1,100000.0,Australia,Asian,0
33,Male,3,Data Scientist,8,190000.0,Canada,Asian,0
31,Female,1,Software Engineer,6,155000.0,Australia,Australian,0
28,Male,2,Product Manager,3,130000.0,Canada,Asian,0
30,Female,1,Data Analyst,5,145000.0,China,Chinese,0
27,Male,3,Data Scientist,2,115000.0,Australia,White,0
29,Female,1,Software Engineer,4,140000.0,China,Chinese,0
34,Male,1,Product Manager,9,185000.0,Canada,White,0
25,Female,2,Data Analyst,1,100000.0,China,Korean,0
33,Male,3,Data Scientist,8,190000.0,UK,Mixed,0
31,Female,1,Software Engineer,6,155000.0,USA,White,0
28,Male,2,Product Manager,3,130000.0,Australia,White,0
30,Female,1,Data Analyst,5,145000.0,USA,Hispanic,0
27,Male,3,Data Scientist,2,115000.0,UK,Welsh,0
29,Female,1,Software Engineer,4,140000.0,Canada,Asian,0
34,Male,1,Product Manager,9,185000.0,Australia,Australian,0
26,Male,1,Data Analyst,3,130000.0,Australia,Australian,0
29,Female,2,Data Scientist,6,180000.0,UK,Asian,0
32,Male,1,Software Engineer,8,190000.0,Australia,White,0
27,Female,1,Product Manager,4,150000.0,UK,Welsh,0
24,Male,1,Data Analyst,1,90000.0,China,Chinese,0
31,Female,2,Data Scientist,9,195000.0,UK,Asian,0
28,Male,1,Software Engineer,5,160000.0,China,White,0
33,Female,2,Product Manager,11,198000.0,USA,African American,0
25,Male,1,Data Analyst,2,110000.0,USA,Hispanic,0
30,Female,3,Data Scientist,7,185000.0,China,Korean,0
27,Male,1,Software Engineer,4,140000.0,UK,Mixed,0
34,Female,2,Product Manager,12,196000.0,China,Chinese,0
23,Male,1,Data Analyst,1,95000.0,China,Korean,0
32,Female,3,Data Scientist,10,193000.0,Australia,White,0
29,Male,1,Software Engineer,6,175000.0,Australia,White,0
30,Female,1,Product Manager,5,160000.0,Australia,White,0
26,Male,1,Data Analyst,3,130000.0,Canada,Black,0
31,Female,2,Data Scientist,6,180000.0,China,Korean,0
28,Male,1,Software Engineer,5,160000.0,USA,African American,0
33,Female,2,Product Manager,11,198000.0,UK,Mixed,0
24,Male,1,Data Analyst,1,90000.0,China,White,0
30,Female,3,Data Scientist,7,185000.0,Canada,White,0
27,Male,1,Software Engineer,4,140000.0,Canada,Black,0
34,Female,2,Product Manager,12,196000.0,Canada,White,0
25,Male,1,Data Analyst,2,110000.0,China,Chinese,0
29,Female,2,Data Scientist,6,180000.0,USA,White,0
32,Male,1,Software Engineer,8,190000.0,Australia,White,0
27,Female,1,Product Manager,4,150000.0,China,White,0
31,Male,1,Data Analyst,9,195000.0,China,Korean,0
28,Female,1,Software Engineer,5,160000.0,Australia,Asian,0
33,Male,2,Product Manager,11,198000.0,UK,White,0
26,Female,1,Data Analyst,3,130000.0,Australia,White,0
30,Male,3,Data Scientist,7,185000.0,USA,African American,0
27,Female,1,Software Engineer,4,140000.0,UK,Welsh,0
34,Male,2,Product Manager,12,196000.0,China,Korean,0
25,Female,1,Data Analyst,2,110000.0,China,Korean,0
32,Male,1,Software Engineer,8,190000.0,UK,Asian,0
29,Female,2,Data Scientist,6,180000.0,USA,White,0
30,Male,1,Data Analyst,5,160000.0,USA,African American,0
33,Female,2,Product Manager,11,198000.0,USA,White,0
24,Male,1,Data Analyst,1,90000.0,USA,African American,0
31,Female,3,Data Scientist,9,195000.0,Australia,White,0
28,Male,1,Software Engineer,5,160000.0,Australia,Asian,0
27,Female,1,Product Manager,4,150000.0,UK,White,0
26,Male,1,Data Analyst,3,130000.0,Canada,White,0
29,Female,2,Data Scientist,6,180000.0,Canada,White,0
32,Male,1,Software Engineer,8,190000.0,China,White,0
33,Female,2,Product Manager,11,198000.0,UK,White,0
25,Male,1,Data Analyst,2,110000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,USA,Asian,0
27,Male,1,Software Engineer,4,140000.0,China,Chinese,0
34,Female,2,Product Manager,12,196000.0,UK,Mixed,0
31,Male,1,Data Analyst,9,195000.0,Canada,Asian,0
28,Female,1,Software Engineer,5,160000.0,China,White,0
26,Male,1,Data Analyst,3,130000.0,Australia,Australian,0
29,Female,2,Data Scientist,6,180000.0,China,White,0
32,Male,1,Software Engineer,8,190000.0,Australia,Australian,0
33,Female,2,Product Manager,11,198000.0,Australia,Australian,0
24,Male,1,Data Analyst,1,90000.0,China,White,0
27,Male,1,Software Engineer,4,140000.0,Australia,Asian,0
25,Female,1,Data Analyst,2,110000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,USA,Asian,0
31,Male,1,Data Analyst,9,195000.0,UK,Asian,0
28,Female,1,Software Engineer,5,160000.0,Canada,Asian,0
26,Male,1,Data Analyst,3,130000.0,Canada,White,0
29,Female,2,Data Scientist,6,180000.0,USA,Hispanic,0
32,Male,1,Software Engineer,8,190000.0,Australia,Australian,0
33,Female,2,Product Manager,11,198000.0,Canada,Asian,0
24,Male,1,Data Analyst,1,90000.0,UK,Welsh,0
27,Male,1,Software Engineer,4,140000.0,USA,Hispanic,0
25,Female,1,Data Analyst,2,110000.0,USA,African American,0
30,Female,3,Data Scientist,7,185000.0,Australia,Asian,0
31,Male,1,Data Analyst,9,195000.0,China,Chinese,0
28,Female,1,Software Engineer,5,160000.0,Canada,Asian,0
26,Male,1,Data Analyst,3,130000.0,UK,Asian,0
29,Female,2,Data Scientist,6,180000.0,Canada,Asian,0
32,Male,1,Software Engineer,8,190000.0,China,White,0
33,Female,2,Product Manager,11,198000.0,Canada,White,0
24,Male,1,Data Analyst,1,90000.0,China,Korean,0
27,Male,1,Software Engineer,4,140000.0,China,Korean,0
25,Female,1,Data Analyst,2,110000.0,USA,Hispanic,0
30,Female,3,Data Scientist,7,185000.0,USA,Hispanic,0
31,Male,1,Data Analyst,9,195000.0,UK,Asian,0
28,Female,1,Software Engineer,5,160000.0,Australia,Asian,0
26,Male,1,Data Analyst,3,130000.0,Australia,Australian,0
29,Female,2,Data Scientist,6,180000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,Australia,Asian,0
33,Female,2,Product Manager,11,198000.0,China,White,0
24,Male,1,Data Analyst,1,90000.0,Canada,White,0
27,Male,1,Software Engineer,4,140000.0,USA,White,0
25,Male,1,Data Analyst,2,125000.0,UK,White,0
28,Female,2,Data Scientist,6,175000.0,Canada,Asian,0
30,Male,1,Software Engineer,8,190000.0,UK,White,0
27,Female,1,Product Manager,4,150000.0,UK,Welsh,0
24,Male,1,Data Analyst,1,95000.0,UK,Mixed,0
31,Male,2,Data Scientist,9,195000.0,Canada,White,0
28,Male,1,Software Engineer,5,160000.0,USA,African American,0
33,Female,2,Product Manager,11,198000.0,Australia,White,0
26,Male,1,Data Analyst,3,130000.0,Canada,Asian,0
30,Female,3,Data Scientist,7,185000.0,China,Chinese,0
27,Male,1,Software Engineer,4,140000.0,Australia,White,0
34,Female,2,Product Manager,12,196000.0,UK,Asian,0
23,Male,1,Data Analyst,1,90000.0,Canada,Asian,0
32,Female,3,Data Scientist,10,193000.0,Canada,Black,0
29,Male,1,Software Engineer,6,170000.0,USA,Hispanic,0
30,Female,1,Product Manager,5,160000.0,China,White,0
26,Male,1,Data Analyst,3,135000.0,Canada,Asian,0
31,Female,2,Data Scientist,6,180000.0,Canada,White,0
28,Male,1,Software Engineer,5,160000.0,UK,Mixed,0
33,Female,2,Product Manager,11,198000.0,Canada,Black,0
24,Male,1,Data Analyst,1,90000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,China,Korean,0
27,Male,1,Software Engineer,4,140000.0,Australia,Australian,0
34,Female,2,Product Manager,12,196000.0,USA,Asian,0
25,Male,1,Data Analyst,2,115000.0,China,Korean,0
29,Female,2,Data Scientist,6,180000.0,Canada,Asian,0
32,Male,1,Software Engineer,8,190000.0,China,Korean,0
27,Female,1,Product Manager,4,150000.0,USA,African American,0
31,Male,1,Data Analyst,9,195000.0,UK,Asian,0
28,Female,1,Software Engineer,5,160000.0,UK,Asian,0
33,Male,2,Product Manager,11,198000.0,UK,Mixed,0
26,Female,1,Data Analyst,3,130000.0,Canada,Asian,0
30,Male,3,Data Scientist,7,185000.0,UK,Welsh,0
27,Female,1,Software Engineer,4,140000.0,Canada,White,0
34,Male,2,Product Manager,12,196000.0,China,Korean,0
25,Female,1,Data Analyst,2,110000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,Canada,Black,0
29,Female,2,Data Scientist,6,180000.0,China,White,0
30,Male,1,Data Analyst,5,160000.0,China,Chinese,0
33,Female,2,Product Manager,11,198000.0,UK,Welsh,0
24,Male,1,Data Analyst,1,90000.0,Canada,Asian,0
31,Female,3,Data Scientist,9,195000.0,Australia,Asian,0
28,Male,1,Software Engineer,5,160000.0,Canada,Black,0
27,Female,1,Product Manager,4,150000.0,USA,Asian,0
26,Male,1,Data Analyst,3,130000.0,Canada,Black,0
29,Female,2,Data Scientist,6,180000.0,Canada,Black,0
32,Male,1,Software Engineer,8,190000.0,UK,White,0
33,Female,2,Product Manager,11,198000.0,USA,African American,0
25,Male,1,Data Analyst,2,110000.0,UK,Welsh,0
30,Female,3,Data Scientist,7,185000.0,UK,White,0
27,Male,1,Software Engineer,4,140000.0,Canada,White,0
34,Female,2,Product Manager,12,196000.0,UK,Welsh,0
31,Male,1,Data Analyst,9,195000.0,China,Chinese,0
28,Female,1,Software Engineer,5,160000.0,Canada,Black,0
26,Male,1,Data Analyst,3,130000.0,China,Korean,0
29,Female,2,Data Scientist,6,180000.0,Canada,Black,0
32,Male,1,Software Engineer,8,190000.0,Canada,White,0
33,Female,2,Product Manager,11,198000.0,UK,Asian,0
24,Male,1,Data Analyst,1,90000.0,China,Korean,0
27,Male,1,Software Engineer,4,140000.0,Canada,Black,0
25,Female,1,Data Analyst,2,110000.0,UK,White,0
30,Female,3,Data Scientist,7,185000.0,Australia,Asian,0
31,Male,1,Data Analyst,9,195000.0,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000.0,Australia,Australian,0
26,Male,1,Data Analyst,3,130000.0,Australia,Asian,0
29,Female,2,Data Scientist,6,180000.0,Canada,Asian,0
32,Male,1,Software Engineer,8,190000.0,UK,Asian,0
33,Female,2,Product Manager,11,198000.0,UK,Welsh,0
24,Male,1,Data Analyst,1,90000.0,Canada,Black,0
27,Male,1,Software Engineer,4,140000.0,Canada,Black,0
25,Female,1,Data Analyst,2,110000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,USA,White,0
31,Male,1,Data Analyst,9,195000.0,China,Korean,0
28,Female,1,Software Engineer,5,160000.0,Canada,White,0
26,Male,1,Data Analyst,3,130000.0,China,White,0
29,Female,2,Data Scientist,6,180000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,USA,African American,0
33,Female,2,Product Manager,11,198000.0,USA,Hispanic,0
24,Male,1,Data Analyst,1,90000.0,Australia,White,0
27,Male,1,Software Engineer,4,140000.0,USA,Asian,0
23,Male,1,Data Analyst,1,90000.0,USA,White,0
27,Female,2,Data Scientist,4,150000.0,Canada,Asian,0
32,Male,1,Software Engineer,8,190000.0,China,White,0
24,Female,1,Product Manager,3,125000.0,Australia,Australian,0
25,Male,1,Data Analyst,2,110000.0,China,Chinese,0
31,Male,2,Data Scientist,7,180000.0,USA,Hispanic,0
28,Male,1,Software Engineer,5,160000.0,UK,Asian,0
33,Female,2,Product Manager,10,195000.0,China,Korean,0
26,Male,1,Data Analyst,3,130000.0,UK,Welsh,0
30,Female,3,Data Scientist,6,170000.0,Canada,White,0
27,Male,1,Software Engineer,4,140000.0,USA,Asian,0
34,Female,2,Product Manager,11,196000.0,Australia,Australian,0
23,Male,1,Data Analyst,1,92000.0,Canada,Asian,0
32,Female,3,Data Scientist,9,195000.0,Australia,Australian,0
29,Male,1,Software Engineer,6,170000.0,UK,Mixed,0
30,Female,1,Product Manager,5,160000.0,Canada,Asian,0
26,Male,1,Data Analyst,3,135000.0,UK,White,0
31,Female,2,Data Scientist,6,180000.0,China,Korean,0
28,Male,1,Software Engineer,5,165000.0,Canada,Asian,0
33,Female,2,Product Manager,11,198000.0,Australia,Australian,0
24,Male,1,Data Analyst,1,95000.0,UK,Asian,0
30,Female,3,Data Scientist,7,185000.0,USA,African American,0
27,Male,1,Software Engineer,4,140000.0,USA,African American,0
34,Female,2,Product Manager,12,196000.0,Australia,Australian,0
25,Male,1,Data Analyst,2,115000.0,USA,Asian,0
29,Female,2,Data Scientist,6,180000.0,Canada,White,0
32,Male,1,Software Engineer,8,190000.0,Canada,Asian,0
27,Female,1,Product Manager,4,150000.0,USA,Asian,0
31,Male,1,Data Analyst,9,195000.0,USA,Asian,0
28,Female,1,Software Engineer,5,160000.0,Australia,White,0
33,Male,2,Product Manager,11,198000.0,China,Korean,0
26,Female,1,Data Analyst,3,130000.0,Australia,Asian,0
30,Male,3,Data Scientist,7,185000.0,UK,Welsh,0
27,Female,1,Software Engineer,4,140000.0,Australia,Asian,0
34,Male,2,Product Manager,12,196000.0,Canada,Asian,0
25,Female,1,Data Analyst,2,110000.0,Canada,White,0
32,Male,1,Software Engineer,8,190000.0,Australia,Asian,0
29,Female,2,Data Scientist,6,180000.0,USA,Hispanic,0
30,Male,1,Data Analyst,5,160000.0,UK,White,0
33,Female,2,Product Manager,11,198000.0,UK,Mixed,0
24,Male,1,Data Analyst,1,90000.0,China,White,0
31,Female,3,Data Scientist,9,195000.0,USA,Hispanic,0
28,Male,1,Software Engineer,5,160000.0,Canada,White,0
27,Female,1,Product Manager,4,150000.0,China,Korean,0
26,Male,1,Data Analyst,3,130000.0,USA,Asian,0
29,Female,2,Data Scientist,6,180000.0,China,Korean,0
32,Male,1,Software Engineer,8,190000.0,USA,Hispanic,0
33,Female,2,Product Manager,11,198000.0,USA,Hispanic,0
25,Male,1,Data Analyst,2,110000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,Canada,Asian,0
27,Male,1,Software Engineer,4,140000.0,USA,White,0
34,Female,2,Product Manager,12,196000.0,USA,Asian,0
31,Male,1,Data Analyst,9,195000.0,Canada,Asian,0
28,Female,1,Software Engineer,5,160000.0,UK,Mixed,0
26,Male,1,Data Analyst,3,130000.0,Australia,Australian,0
29,Female,2,Data Scientist,6,180000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,UK,Asian,0
33,Female,2,Product Manager,11,198000.0,USA,Asian,0
24,Male,1,Data Analyst,1,90000.0,Australia,White,0
27,Male,1,Software Engineer,4,140000.0,China,Chinese,0
25,Female,1,Data Analyst,2,110000.0,Australia,White,0
30,Female,3,Data Scientist,7,185000.0,Canada,Black,0
31,Male,1,Data Analyst,9,195000.0,Canada,Black,0
28,Female,1,Software Engineer,5,160000.0,Canada,Asian,0
26,Male,1,Data Analyst,3,130000.0,USA,Asian,0
29,Female,2,Data Scientist,6,180000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,USA,Asian,0
33,Female,2,Product Manager,11,198000.0,USA,White,0
24,Male,1,Data Analyst,1,90000.0,Australia,Asian,0
27,Male,1,Software Engineer,4,140000.0,UK,Welsh,0
25,Female,1,Data Analyst,2,110000.0,Australia,Australian,0
30,Female,3,Data Scientist,7,185000.0,UK,Mixed,0
31,Male,1,Data Analyst,9,195000.0,UK,Welsh,0
28,Female,1,Software Engineer,5,160000.0,China,Korean,0
26,Male,1,Data Analyst,3,130000.0,China,Chinese,0
29,Female,2,Data Scientist,6,180000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,UK,White,0
33,Female,2,Product Manager,11,198000.0,China,Korean,0
24,Male,1,Data Analyst,1,90000.0,China,Chinese,0
27,Male,1,Software Engineer,4,140000.0,Canada,Asian,0
25,Female,1,Data Analyst,2,110000.0,Canada,White,0
30,Female,3,Data Scientist,7,185000.0,Canada,Asian,0
31,Male,1,Data Analyst,9,195000.0,USA,White,0
28,Female,1,Software Engineer,5,160000.0,UK,Asian,0
26,Male,1,Data Analyst,3,130000.0,Canada,Asian,0
29,Female,2,Data Scientist,6,180000.0,Australia,White,0
32,Male,1,Software Engineer,8,190000.0,UK,Asian,0
33,Female,2,Product Manager,11,198000.0,China,Chinese,0
24,Male,1,Data Analyst,1,90000.0,China,White,0
27,Male,1,Software Engineer,4,140000.0,China,Korean,0
25,Female,1,Data Analyst,2,110000.0,Australia,Asian,0
30,Female,3,Data Scientist,7,185000.0,China,Chinese,0
31,Male,1,Data Analyst,9,195000.0,Canada,White,0
28,Female,1,Software Engineer,5,160000.0,USA,White,0
26,Male,1,Data Analyst,3,130000.0,Canada,Black,0
29,Female,2,Data Scientist,6,180000.0,Canada,Black,0
32,Male,1,Software Engineer,8,190000.0,Canada,White,0
33,Female,2,Product Manager,11,198000.0,USA,White,0
24,Male,1,Data Analyst,1,90000.0,Australia,White,0
27,Male,1,Software Engineer,4,140000.0,China,Chinese,0
25,Female,1,Data Analyst,2,110000.0,USA,Asian,0
30,Female,3,Data Scientist,7,185000.0,UK,Asian,0
31,Male,1,Data Analyst,9,195000.0,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000.0,USA,African American,0
26,Male,1,Data Analyst,3,130000.0,Australia,Australian,0
29,Female,2,Data Scientist,6,180000.0,USA,African American,0
32,Male,1,Software Engineer,8,190000.0,Australia,Asian,0
33,Female,2,Product Manager,11,198000.0,UK,White,0
24,Male,1,Data Analyst,1,90000.0,UK,White,0
27,Male,1,Software Engineer,4,140000.0,China,Korean,0
25,Female,1,Data Analyst,2,110000.0,UK,Welsh,0
30,Female,3,Data Scientist,7,185000.0,Australia,Australian,0
31,Male,1,Data Analyst,9,195000.0,Australia,Australian,0
28,Female,1,Software Engineer,5,160000.0,Australia,Asian,0
26,Male,1,Data Analyst,3,130000.0,USA,White,0
29,Female,2,Data Scientist,6,180000.0,USA,African American,0
32,Male,1,Software Engineer,8,190000.0,UK,Asian,0
33,Female,2,Product Manager,11,198000.0,Canada,Black,0
24,Male,1,Data Analyst,1,90000.0,China,Chinese,0
27,Male,1,Software Engineer,4,140000.0,Canada,White,0
25,Female,1,Data Analyst,2,110000.0,USA,Asian,0
30,Female,3,Data Scientist,7,185000.0,UK,Welsh,0
31,Male,1,Data Analyst,9,195000.0,Canada,White,0
28,Female,1,Software Engineer,5,160000.0,UK,Mixed,0
26,Male,1,Data Analyst,3,130000.0,China,White,0
29,Female,2,Data Scientist,6,180000.0,Australia,Australian,0
32,Male,1,Software Engineer,8,190000.0,UK,Mixed,0
33,Female,2,Product Manager,11,198000.0,USA,Asian,0
24,Male,1,Data Analyst,1,90000.0,China,Chinese,0
27,Male,1,Software Engineer,4,140000.0,UK,Mixed,0
25,Female,1,Data Analyst,2,110000.0,USA,African American,0
30,Female,3,Data Scientist,7,185000.0,China,Korean,0
31,Male,1,Data Analyst,9,195000.0,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000.0,UK,Welsh,0
25,Male,1,Data Analyst,3,135000.0,Australia,Asian,0
32,Male,1,Software Engineer,8,190000.0,China,White,0
29,Female,2,Data Scientist,6,180000.0,UK,Welsh,0
30,Male,1,Data Analyst,5,160000.0,UK,Asian,0
24,Male,1,Data Analyst,1,95000.0,Australia,White,0
33,Female,2,Product Manager,11,196000.0,Australia,Australian,0
27,Male,1,Software Engineer,4,140000.0,UK,Mixed,0
